"GeneID"	"GeneSymbol"	"TaxID"	"OrigTaxID"	"OrigGeneID"	"OrigGeneSymbol"	"OrigGeneName"
"1666"	"1666"	"DECR1"	9606	9606	"1666"	"DECR1"	"2,4-dienoyl-CoA reductase 1"
"23231"	"23231"	"SEL1L3"	9606	9606	"23231"	"SEL1L3"	"SEL1L family member 3"
"6613"	"6613"	"SUMO2"	9606	9606	"6613"	"SUMO2"	"small ubiquitin-like modifier 2"
"51335"	"51335"	"NGRN"	9606	9606	"51335"	"NGRN"	"neugrin, neurite outgrowth associated"
"23207"	"23207"	"PLEKHM2"	9606	9606	"23207"	"PLEKHM2"	"pleckstrin homology and RUN domain containing M2"
"51361"	"51361"	"HOOK1"	9606	9606	"51361"	"HOOK1"	"hook microtubule tethering protein 1"
"3416"	"3416"	"IDE"	9606	9606	"3416"	"IDE"	"insulin degrading enzyme"
"171546"	"171546"	"SPTSSA"	9606	9606	"171546"	"SPTSSA"	"serine palmitoyltransferase small subunit A"
"28970"	"28970"	"C11orf54"	9606	9606	"28970"	"C11orf54"	"chromosome 11 open reading frame 54"
"51272"	"51272"	"BET1L"	9606	9606	"51272"	"BET1L"	"Bet1 golgi vesicular membrane trafficking protein like"
"10425"	"10425"	"ARIH2"	9606	9606	"10425"	"ARIH2"	"ariadne RBR E3 ubiquitin protein ligase 2"
"987"	"987"	"LRBA"	9606	9606	"987"	"LRBA"	"LPS responsive beige-like anchor protein"
"9653"	"9653"	"HS2ST1"	9606	9606	"9653"	"HS2ST1"	"heparan sulfate 2-O-sulfotransferase 1"
"50717"	"50717"	"DCAF8"	9606	9606	"50717"	"DCAF8"	"DDB1 and CUL4 associated factor 8"
"4782"	"4782"	"NFIC"	9606	9606	"4782"	"NFIC"	"nuclear factor I C"
"6778"	"6778"	"STAT6"	9606	9606	"6778"	"STAT6"	"signal transducer and activator of transcription 6"
"23389"	"23389"	"MED13L"	9606	9606	"23389"	"MED13L"	"mediator complex subunit 13 like"
"5534"	"5534"	"PPP3R1"	9606	9606	"5534"	"PPP3R1"	"protein phosphatase 3 regulatory subunit B, alpha"
"1457"	"1457"	"CSNK2A1"	9606	9606	"1457"	"CSNK2A1"	"casein kinase 2 alpha 1"
"1435"	"1435"	"CSF1"	9606	9606	"1435"	"CSF1"	"colony stimulating factor 1"
"2475"	"2475"	"MTOR"	9606	9606	"2475"	"MTOR"	"mechanistic target of rapamycin kinase"
"9031"	"9031"	"BAZ1B"	9606	9606	"9031"	"BAZ1B"	"bromodomain adjacent to zinc finger domain 1B"
"64793"	"64793"	"CEP85"	9606	9606	"64793"	"CEP85"	"centrosomal protein 85"
"10327"	"10327"	"AKR1A1"	9606	9606	"10327"	"AKR1A1"	"aldo-keto reductase family 1 member A1"
"84447"	"84447"	"SYVN1"	9606	9606	"84447"	"SYVN1"	"synoviolin 1"
"57602"	"57602"	"USP36"	9606	9606	"57602"	"USP36"	"ubiquitin specific peptidase 36"
"6498"	"6498"	"SKIL"	9606	9606	"6498"	"SKIL"	"SKI like proto-oncogene"
"56851"	"56851"	"EMC7"	9606	9606	"56851"	"EMC7"	"ER membrane protein complex subunit 7"
"5271"	"5271"	"SERPINB8"	9606	9606	"5271"	"SERPINB8"	"serpin family B member 8"
"4705"	"4705"	"NDUFA10"	9606	9606	"4705"	"NDUFA10"	"NADH:ubiquinone oxidoreductase subunit A10"
"55677"	"55677"	"IWS1"	9606	9606	"55677"	"IWS1"	"IWS1, SUPT6H interacting protein"
"5978"	"5978"	"REST"	9606	9606	"5978"	"REST"	"RE1 silencing transcription factor"
"3985"	"3985"	"LIMK2"	9606	9606	"3985"	"LIMK2"	"LIM domain kinase 2"
"136319"	"136319"	"MTPN"	9606	9606	"136319"	"MTPN"	"myotrophin"
"25816"	"25816"	"TNFAIP8"	9606	9606	"25816"	"TNFAIP8"	"TNF alpha induced protein 8"
"6748"	"6748"	"SSR4"	9606	9606	"6748"	"SSR4"	"signal sequence receptor subunit 4"
"9972"	"9972"	"NUP153"	9606	9606	"9972"	"NUP153"	"nucleoporin 153"
"1434"	"1434"	"CSE1L"	9606	9606	"1434"	"CSE1L"	"chromosome segregation 1 like"
"55829"	"55829"	"SELENOS"	9606	9606	"55829"	"SELENOS"	"selenoprotein S"
"3097"	"3097"	"HIVEP2"	9606	9606	"3097"	"HIVEP2"	"human immunodeficiency virus type I enhancer binding protein 2"
"222484"	"222484"	"LNX2"	9606	9606	"222484"	"LNX2"	"ligand of numb-protein X 2"
"10204"	"10204"	"NUTF2"	9606	9606	"10204"	"NUTF2"	"nuclear transport factor 2"
"1345"	"1345"	"COX6C"	9606	9606	"1345"	"COX6C"	"cytochrome c oxidase subunit 6C"
"5356"	"5356"	"PLRG1"	9606	9606	"5356"	"PLRG1"	"pleiotropic regulator 1"
"114882"	"114882"	"OSBPL8"	9606	9606	"114882"	"OSBPL8"	"oxysterol binding protein like 8"
"471"	"471"	"ATIC"	9606	9606	"471"	"ATIC"	"5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase"
"9790"	"9790"	"BMS1"	9606	9606	"9790"	"BMS1"	"BMS1, ribosome biogenesis factor"
"60674"	"60674"	"GAS5"	9606	9606	"60674"	"GAS5"	"growth arrest specific 5"
"22848"	"22848"	"AAK1"	9606	9606	"22848"	"AAK1"	"AP2 associated kinase 1"
"2817"	"2817"	"GPC1"	9606	9606	"2817"	"GPC1"	"glypican 1"
"5243"	"5243"	"ABCB1"	9606	9606	"5243"	"ABCB1"	"ATP binding cassette subfamily B member 1"
"85236"	"85236"	"HIST1H2BK"	9606	9606	"85236"	"HIST1H2BK"	"histone cluster 1 H2B family member k"
"57552"	"57552"	"NCEH1"	9606	9606	"57552"	"NCEH1"	"neutral cholesterol ester hydrolase 1"
"5710"	"5710"	"PSMD4"	9606	9606	"5710"	"PSMD4"	"proteasome 26S subunit, non-ATPase 4"
"26173"	"26173"	"INTS1"	9606	9606	"26173"	"INTS1"	"integrator complex subunit 1"
"858"	"858"	"CAV2"	9606	9606	"858"	"CAV2"	"caveolin 2"
"3339"	"3339"	"HSPG2"	9606	9606	"3339"	"HSPG2"	"heparan sulfate proteoglycan 2"
"1021"	"1021"	"CDK6"	9606	9606	"1021"	"CDK6"	"cyclin dependent kinase 6"
"1857"	"1857"	"DVL3"	9606	9606	"1857"	"DVL3"	"dishevelled segment polarity protein 3"
"10165"	"10165"	"SLC25A13"	9606	9606	"10165"	"SLC25A13"	"solute carrier family 25 member 13"
"127262"	"127262"	"TPRG1L"	9606	9606	"127262"	"TPRG1L"	"tumor protein p63 regulated 1 like"
"91404"	"91404"	"SESTD1"	9606	9606	"91404"	"SESTD1"	"SEC14 and spectrin domain containing 1"
"9527"	"9527"	"GOSR1"	9606	9606	"9527"	"GOSR1"	"golgi SNAP receptor complex member 1"
"56005"	"56005"	"MYDGF"	9606	9606	"56005"	"MYDGF"	"myeloid derived growth factor"
"9810"	"9810"	"RNF40"	9606	9606	"9810"	"RNF40"	"ring finger protein 40"
"9373"	"9373"	"PLAA"	9606	9606	"9373"	"PLAA"	"phospholipase A2 activating protein"
"11313"	"11313"	"LYPLA2"	9606	9606	"11313"	"LYPLA2"	"lysophospholipase II"
"340371"	"340371"	"NRBP2"	9606	9606	"340371"	"NRBP2"	"nuclear receptor binding protein 2"
"23528"	"23528"	"ZNF281"	9606	9606	"23528"	"ZNF281"	"zinc finger protein 281"
"7528"	"7528"	"YY1"	9606	9606	"7528"	"YY1"	"YY1 transcription factor"
"8879"	"8879"	"SGPL1"	9606	9606	"8879"	"SGPL1"	"sphingosine-1-phosphate lyase 1"
"83604"	"83604"	"TMEM47"	9606	9606	"83604"	"TMEM47"	"transmembrane protein 47"
"6880"	"6880"	"TAF9"	9606	9606	"6880"	"TAF9"	"TATA-box binding protein associated factor 9"
"65083"	"65083"	"NOL6"	9606	9606	"65083"	"NOL6"	"nucleolar protein 6"
"23379"	"23379"	"ICE1"	9606	9606	"23379"	"ICE1"	"interactor of little elongation complex ELL subunit 1"
"10772"	"10772"	"SRSF10"	9606	9606	"10772"	"SRSF10"	"serine and arginine rich splicing factor 10"
"4247"	"4247"	"MGAT2"	9606	9606	"4247"	"MGAT2"	"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"
"25814"	"25814"	"ATXN10"	9606	9606	"25814"	"ATXN10"	"ataxin 10"
"5547"	"5547"	"PRCP"	9606	9606	"5547"	"PRCP"	"prolylcarboxypeptidase"
"55858"	"55858"	"TMEM165"	9606	9606	"55858"	"TMEM165"	"transmembrane protein 165"
"100505641"	"100505641"	"FGD5-AS1"	9606	9606	"100505641"	"FGD5-AS1"	"FGD5 antisense RNA 1"
"9586"	"9586"	"CREB5"	9606	9606	"9586"	"CREB5"	"cAMP responsive element binding protein 5"
"9057"	"9057"	"SLC7A6"	9606	9606	"9057"	"SLC7A6"	"solute carrier family 7 member 6"
"54472"	"54472"	"TOLLIP"	9606	9606	"54472"	"TOLLIP"	"toll interacting protein"
"537"	"537"	"ATP6AP1"	9606	9606	"537"	"ATP6AP1"	"ATPase H+ transporting accessory protein 1"
"25940"	"25940"	"FAM98A"	9606	9606	"25940"	"FAM98A"	"family with sequence similarity 98 member A"
"3099"	"3099"	"HK2"	9606	9606	"3099"	"HK2"	"hexokinase 2"
"2150"	"2150"	"F2RL1"	9606	9606	"2150"	"F2RL1"	"F2R like trypsin receptor 1"
"25"	"25"	"ABL1"	9606	9606	"25"	"ABL1"	"ABL proto-oncogene 1, non-receptor tyrosine kinase"
"23184"	"23184"	"MESD"	9606	9606	"23184"	"MESD"	"mesoderm development LRP chaperone"
"253461"	"253461"	"ZBTB38"	9606	9606	"253461"	"ZBTB38"	"zinc finger and BTB domain containing 38"
"8888"	"8888"	"MCM3AP"	9606	9606	"8888"	"MCM3AP"	"minichromosome maintenance complex component 3 associated protein"
"51075"	"51075"	"TMX2"	9606	9606	"51075"	"TMX2"	"thioredoxin related transmembrane protein 2"
"84747"	"84747"	"UNC119B"	9606	9606	"84747"	"UNC119B"	"unc-119 lipid binding chaperone B"
"100506658"	"100506658"	"OCLN"	9606	9606	"100506658"	"OCLN"	"occludin"
"5499"	"5499"	"PPP1CA"	9606	9606	"5499"	"PPP1CA"	"protein phosphatase 1 catalytic subunit alpha"
"23303"	"23303"	"KIF13B"	9606	9606	"23303"	"KIF13B"	"kinesin family member 13B"
"7159"	"7159"	"TP53BP2"	9606	9606	"7159"	"TP53BP2"	"tumor protein p53 binding protein 2"
"11316"	"11316"	"COPE"	9606	9606	"11316"	"COPE"	"coatomer protein complex subunit epsilon"
"7042"	"7042"	"TGFB2"	9606	9606	"7042"	"TGFB2"	"transforming growth factor beta 2"
"29058"	"29058"	"TMEM230"	9606	9606	"29058"	"TMEM230"	"transmembrane protein 230"
"5868"	"5868"	"RAB5A"	9606	9606	"5868"	"RAB5A"	"RAB5A, member RAS oncogene family"
"7410"	"7410"	"VAV2"	9606	9606	"7410"	"VAV2"	"vav guanine nucleotide exchange factor 2"
"10519"	"10519"	"CIB1"	9606	9606	"10519"	"CIB1"	"calcium and integrin binding 1"
"10066"	"10066"	"SCAMP2"	9606	9606	"10066"	"SCAMP2"	"secretory carrier membrane protein 2"
"9470"	"9470"	"EIF4E2"	9606	9606	"9470"	"EIF4E2"	"eukaryotic translation initiation factor 4E family member 2"
"55787"	"55787"	"TXLNG"	9606	9606	"55787"	"TXLNG"	"taxilin gamma"
"284565"	"284565"	"NBPF15"	9606	9606	"284565"	"NBPF15"	"NBPF member 15"
"3516"	"3516"	"RBPJ"	9606	9606	"3516"	"RBPJ"	"recombination signal binding protein for immunoglobulin kappa J region"
"10476"	"10476"	"ATP5PD"	9606	9606	"10476"	"ATP5PD"	"ATP synthase peripheral stalk subunit d"
"23301"	"23301"	"EHBP1"	9606	9606	"23301"	"EHBP1"	"EH domain binding protein 1"
"79139"	"79139"	"DERL1"	9606	9606	"79139"	"DERL1"	"derlin 1"
"55209"	"55209"	"SETD5"	9606	9606	"55209"	"SETD5"	"SET domain containing 5"
"100846978"	"100846978"	"LINC00506"	9606	9606	"100846978"	"LINC00506"	"long intergenic non-protein coding RNA 506"
"148534"	"148534"	"TMEM56"	9606	9606	"148534"	"TMEM56"	"transmembrane protein 56"
"3800"	"3800"	"KIF5C"	9606	9606	"3800"	"KIF5C"	"kinesin family member 5C"
"9648"	"9648"	"GCC2"	9606	9606	"9648"	"GCC2"	"GRIP and coiled-coil domain containing 2"
"25844"	"25844"	"YIPF3"	9606	9606	"25844"	"YIPF3"	"Yip1 domain family member 3"
"2768"	"2768"	"GNA12"	9606	9606	"2768"	"GNA12"	"G protein subunit alpha 12"
"1942"	"1942"	"EFNA1"	9606	9606	"1942"	"EFNA1"	"ephrin A1"
"522"	"522"	"ATP5PF"	9606	9606	"522"	"ATP5PF"	"ATP synthase peripheral stalk subunit F6"
"9652"	"9652"	"TTC37"	9606	9606	"9652"	"TTC37"	"tetratricopeptide repeat domain 37"
"90701"	"90701"	"SEC11C"	9606	9606	"90701"	"SEC11C"	"SEC11 homolog C, signal peptidase complex subunit"
"5018"	"5018"	"OXA1L"	9606	9606	"5018"	"OXA1L"	"OXA1L, mitochondrial inner membrane protein"
"1615"	"1615"	"DARS"	9606	9606	"1615"	"DARS"	"aspartyl-tRNA synthetase"
"23764"	"23764"	"MAFF"	9606	9606	"23764"	"MAFF"	"MAF bZIP transcription factor F"
"483"	"483"	"ATP1B3"	9606	9606	"483"	"ATP1B3"	"ATPase Na+/K+ transporting subunit beta 3"
"6009"	"6009"	"RHEB"	9606	9606	"6009"	"RHEB"	"Ras homolog, mTORC1 binding"
"54469"	"54469"	"ZFAND6"	9606	9606	"54469"	"ZFAND6"	"zinc finger AN1-type containing 6"
"9236"	"9236"	"CCPG1"	9606	9606	"9236"	"CCPG1"	"cell cycle progression 1"
"60592"	"60592"	"SCOC"	9606	9606	"60592"	"SCOC"	"short coiled-coil protein"
"100128731"	"100128731"	"OST4"	9606	9606	"100128731"	"OST4"	"oligosaccharyltransferase complex subunit 4, non-catalytic"
"56926"	"56926"	"NCLN"	9606	9606	"56926"	"NCLN"	"nicalin"
"124565"	"124565"	"SLC38A10"	9606	9606	"124565"	"SLC38A10"	"solute carrier family 38 member 10"
"7429"	"7429"	"VIL1"	9606	9606	"7429"	"VIL1"	"villin 1"
"1290"	"1290"	"COL5A2"	9606	9606	"1290"	"COL5A2"	"collagen type V alpha 2 chain"
"11333"	"11333"	"PDAP1"	9606	9606	"11333"	"PDAP1"	"PDGFA associated protein 1"
"10260"	"10260"	"DENND4A"	9606	9606	"10260"	"DENND4A"	"DENN domain containing 4A"
"2137"	"2137"	"EXTL3"	9606	9606	"2137"	"EXTL3"	"exostosin like glycosyltransferase 3"
"11273"	"11273"	"ATXN2L"	9606	9606	"11273"	"ATXN2L"	"ataxin 2 like"
"23568"	"23568"	"ARL2BP"	9606	9606	"23568"	"ARL2BP"	"ADP ribosylation factor like GTPase 2 binding protein"
"25793"	"25793"	"FBXO7"	9606	9606	"25793"	"FBXO7"	"F-box protein 7"
"5297"	"5297"	"PI4KA"	9606	9606	"5297"	"PI4KA"	"phosphatidylinositol 4-kinase alpha"
"55593"	"55593"	"OTUD5"	9606	9606	"55593"	"OTUD5"	"OTU deubiquitinase 5"
"6242"	"6242"	"RTKN"	9606	9606	"6242"	"RTKN"	"rhotekin"
"10477"	"10477"	"UBE2E3"	9606	9606	"10477"	"UBE2E3"	"ubiquitin conjugating enzyme E2 E3"
"23429"	"23429"	"RYBP"	9606	9606	"23429"	"RYBP"	"RING1 and YY1 binding protein"
"10809"	"10809"	"STARD10"	9606	9606	"10809"	"STARD10"	"StAR related lipid transfer domain containing 10"
"55761"	"55761"	"TTC17"	9606	9606	"55761"	"TTC17"	"tetratricopeptide repeat domain 17"
"138050"	"138050"	"HGSNAT"	9606	9606	"138050"	"HGSNAT"	"heparan-alpha-glucosaminide N-acetyltransferase"
"5728"	"5728"	"PTEN"	9606	9606	"5728"	"PTEN"	"phosphatase and tensin homolog"
"26054"	"26054"	"SENP6"	9606	9606	"26054"	"SENP6"	"SUMO specific peptidase 6"
"586"	"586"	"BCAT1"	9606	9606	"586"	"BCAT1"	"branched chain amino acid transaminase 1"
"143384"	"143384"	"CACUL1"	9606	9606	"143384"	"CACUL1"	"CDK2 associated cullin domain 1"
"29957"	"29957"	"SLC25A24"	9606	9606	"29957"	"SLC25A24"	"solute carrier family 25 member 24"
"7919"	"7919"	"DDX39B"	9606	9606	"7919"	"DDX39B"	"DExD-box helicase 39B"
"1182"	"1182"	"CLCN3"	9606	9606	"1182"	"CLCN3"	"chloride voltage-gated channel 3"
"79188"	"79188"	"TMEM43"	9606	9606	"79188"	"TMEM43"	"transmembrane protein 43"
"767558"	"767558"	"LUZP6"	9606	9606	"767558"	"LUZP6"	"leucine zipper protein 6"
"6173"	"6173"	"RPL36A"	9606	9606	"6173"	"RPL36A"	"ribosomal protein L36a"
"116064"	"116064"	"LRRC58"	9606	9606	"116064"	"LRRC58"	"leucine rich repeat containing 58"
"54921"	"54921"	"CHTF8"	9606	9606	"54921"	"CHTF8"	"chromosome transmission fidelity factor 8"
"6597"	"6597"	"SMARCA4"	9606	9606	"6597"	"SMARCA4"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
"7329"	"7329"	"UBE2I"	9606	9606	"7329"	"UBE2I"	"ubiquitin conjugating enzyme E2 I"
"4719"	"4719"	"NDUFS1"	9606	9606	"4719"	"NDUFS1"	"NADH:ubiquinone oxidoreductase core subunit S1"
"10927"	"10927"	"SPIN1"	9606	9606	"10927"	"SPIN1"	"spindlin 1"
"10981"	"10981"	"RAB32"	9606	9606	"10981"	"RAB32"	"RAB32, member RAS oncogene family"
"2932"	"2932"	"GSK3B"	9606	9606	"2932"	"GSK3B"	"glycogen synthase kinase 3 beta"
"55187"	"55187"	"VPS13D"	9606	9606	"55187"	"VPS13D"	"vacuolar protein sorting 13 homolog D"
"57493"	"57493"	"HEG1"	9606	9606	"57493"	"HEG1"	"heart development protein with EGF like domains 1"
"10241"	"10241"	"CALCOCO2"	9606	9606	"10241"	"CALCOCO2"	"calcium binding and coiled-coil domain 2"
"3831"	"3831"	"KLC1"	9606	9606	"3831"	"KLC1"	"kinesin light chain 1"
"23080"	"23080"	"AVL9"	9606	9606	"23080"	"AVL9"	"AVL9 cell migration associated"
"8289"	"8289"	"ARID1A"	9606	9606	"8289"	"ARID1A"	"AT-rich interaction domain 1A"
"10489"	"10489"	"LRRC41"	9606	9606	"10489"	"LRRC41"	"leucine rich repeat containing 41"
"285381"	"285381"	"DPH3"	9606	9606	"285381"	"DPH3"	"diphthamide biosynthesis 3"
"64746"	"64746"	"ACBD3"	9606	9606	"64746"	"ACBD3"	"acyl-CoA binding domain containing 3"
"80315"	"80315"	"CPEB4"	9606	9606	"80315"	"CPEB4"	"cytoplasmic polyadenylation element binding protein 4"
"9861"	"9861"	"PSMD6"	9606	9606	"9861"	"PSMD6"	"proteasome 26S subunit, non-ATPase 6"
"2975"	"2975"	"GTF3C1"	9606	9606	"2975"	"GTF3C1"	"general transcription factor IIIC subunit 1"
"65117"	"65117"	"RSRC2"	9606	9606	"65117"	"RSRC2"	"arginine and serine rich coiled-coil 2"
"2908"	"2908"	"NR3C1"	9606	9606	"2908"	"NR3C1"	"nuclear receptor subfamily 3 group C member 1"
"79109"	"79109"	"MAPKAP1"	9606	9606	"79109"	"MAPKAP1"	"mitogen-activated protein kinase associated protein 1"
"23169"	"23169"	"SLC35D1"	9606	9606	"23169"	"SLC35D1"	"solute carrier family 35 member D1"
"8454"	"8454"	"CUL1"	9606	9606	"8454"	"CUL1"	"cullin 1"
"6416"	"6416"	"MAP2K4"	9606	9606	"6416"	"MAP2K4"	"mitogen-activated protein kinase kinase 4"
"84231"	"84231"	"TRAF7"	9606	9606	"84231"	"TRAF7"	"TNF receptor associated factor 7"
"27018"	"27018"	"BEX3"	9606	9606	"27018"	"BEX3"	"brain expressed X-linked 3"
"222643"	"222643"	"UNC5CL"	9606	9606	"222643"	"UNC5CL"	"unc-5 family C-terminal like"
"1432"	"1432"	"MAPK14"	9606	9606	"1432"	"MAPK14"	"mitogen-activated protein kinase 14"
"2531"	"2531"	"KDSR"	9606	9606	"2531"	"KDSR"	"3-ketodihydrosphingosine reductase"
"80271"	"80271"	"ITPKC"	9606	9606	"80271"	"ITPKC"	"inositol-trisphosphate 3-kinase C"
"8148"	"8148"	"TAF15"	9606	9606	"8148"	"TAF15"	"TATA-box binding protein associated factor 15"
"2705"	"2705"	"GJB1"	9606	9606	"2705"	"GJB1"	"gap junction protein beta 1"
"25805"	"25805"	"BAMBI"	9606	9606	"25805"	"BAMBI"	"BMP and activin membrane bound inhibitor"
"387700"	"387700"	"SLC16A12"	9606	9606	"387700"	"SLC16A12"	"solute carrier family 16 member 12"
"4154"	"4154"	"MBNL1"	9606	9606	"4154"	"MBNL1"	"muscleblind like splicing regulator 1"
"112939"	"112939"	"NACC1"	9606	9606	"112939"	"NACC1"	"nucleus accumbens associated 1"
"2239"	"2239"	"GPC4"	9606	9606	"2239"	"GPC4"	"glypican 4"
"4976"	"4976"	"OPA1"	9606	9606	"4976"	"OPA1"	"OPA1, mitochondrial dynamin like GTPase"
"55127"	"55127"	"HEATR1"	9606	9606	"55127"	"HEATR1"	"HEAT repeat containing 1"
"10771"	"10771"	"ZMYND11"	9606	9606	"10771"	"ZMYND11"	"zinc finger MYND-type containing 11"
"64087"	"64087"	"MCCC2"	9606	9606	"64087"	"MCCC2"	"methylcrotonoyl-CoA carboxylase 2"
"25953"	"25953"	"PNKD"	9606	9606	"25953"	"PNKD"	"PNKD, MBL domain containing"
"64844"	"64844"	"MARCH7"	9606	9606	"64844"	"MARCH7"	"membrane associated ring-CH-type finger 7"
"7991"	"7991"	"TUSC3"	9606	9606	"7991"	"TUSC3"	"tumor suppressor candidate 3"
"64838"	"64838"	"FNDC4"	9606	9606	"64838"	"FNDC4"	"fibronectin type III domain containing 4"
"7326"	"7326"	"UBE2G1"	9606	9606	"7326"	"UBE2G1"	"ubiquitin conjugating enzyme E2 G1"
"54978"	"54978"	"SLC35F6"	9606	9606	"54978"	"SLC35F6"	"solute carrier family 35 member F6"
"26503"	"26503"	"SLC17A5"	9606	9606	"26503"	"SLC17A5"	"solute carrier family 17 member 5"
"102724129"	NA	NA	NA	NA	"102724129"	NA	NA
"5211"	"5211"	"PFKL"	9606	9606	"5211"	"PFKL"	"phosphofructokinase, liver type"
"23185"	"23185"	"LARP4B"	9606	9606	"23185"	"LARP4B"	"La ribonucleoprotein domain family member 4B"
"85440"	"85440"	"DOCK7"	9606	9606	"85440"	"DOCK7"	"dedicator of cytokinesis 7"
"54867"	"54867"	"TMEM214"	9606	9606	"54867"	"TMEM214"	"transmembrane protein 214"
"64764"	"64764"	"CREB3L2"	9606	9606	"64764"	"CREB3L2"	"cAMP responsive element binding protein 3 like 2"
"51637"	"51637"	"RTRAF"	9606	9606	"51637"	"RTRAF"	"RNA transcription, translation and transport factor"
"9789"	"9789"	"SPCS2"	9606	9606	"9789"	"SPCS2"	"signal peptidase complex subunit 2"
"23136"	"23136"	"EPB41L3"	9606	9606	"23136"	"EPB41L3"	"erythrocyte membrane protein band 4.1 like 3"
"130507"	"130507"	"UBR3"	9606	9606	"130507"	"UBR3"	"ubiquitin protein ligase E3 component n-recognin 3"
"22853"	"22853"	"LMTK2"	9606	9606	"22853"	"LMTK2"	"lemur tyrosine kinase 2"
"27166"	"27166"	"PRELID1"	9606	9606	"27166"	"PRELID1"	"PRELI domain containing 1"
"55890"	"55890"	"GPRC5C"	9606	9606	"55890"	"GPRC5C"	"G protein-coupled receptor class C group 5 member C"
"81555"	"81555"	"YIPF5"	9606	9606	"81555"	"YIPF5"	"Yip1 domain family member 5"
"60488"	"60488"	"MRPS35"	9606	9606	"60488"	"MRPS35"	"mitochondrial ribosomal protein S35"
"50809"	"50809"	"HP1BP3"	9606	9606	"50809"	"HP1BP3"	"heterochromatin protein 1 binding protein 3"
"22928"	"22928"	"SEPHS2"	9606	9606	"22928"	"SEPHS2"	"selenophosphate synthetase 2"
"6392"	"6392"	"SDHD"	9606	9606	"6392"	"SDHD"	"succinate dehydrogenase complex subunit D"
"6497"	"6497"	"SKI"	9606	9606	"6497"	"SKI"	"SKI proto-oncogene"
"51479"	"51479"	"ANKFY1"	9606	9606	"51479"	"ANKFY1"	"ankyrin repeat and FYVE domain containing 1"
"64374"	"64374"	"SIL1"	9606	9606	"64374"	"SIL1"	"SIL1 nucleotide exchange factor"
"7461"	"7461"	"CLIP2"	9606	9606	"7461"	"CLIP2"	"CAP-Gly domain containing linker protein 2"
"51439"	"51439"	"FAM8A1"	9606	9606	"51439"	"FAM8A1"	"family with sequence similarity 8 member A1"
"64853"	"64853"	"AIDA"	9606	9606	"64853"	"AIDA"	"axin interactor, dorsalization associated"
"57538"	"57538"	"ALPK3"	9606	9606	"57538"	"ALPK3"	"alpha kinase 3"
"5691"	"5691"	"PSMB3"	9606	9606	"5691"	"PSMB3"	"proteasome subunit beta 3"
"23076"	"23076"	"RRP1B"	9606	9606	"23076"	"RRP1B"	"ribosomal RNA processing 1B"
"6749"	"6749"	"SSRP1"	9606	9606	"6749"	"SSRP1"	"structure specific recognition protein 1"
"8451"	"8451"	"CUL4A"	9606	9606	"8451"	"CUL4A"	"cullin 4A"
"22904"	"22904"	"SBNO2"	9606	9606	"22904"	"SBNO2"	"strawberry notch homolog 2"
"23043"	"23043"	"TNIK"	9606	9606	"23043"	"TNIK"	"TRAF2 and NCK interacting kinase"
"23042"	"23042"	"PDXDC1"	9606	9606	"23042"	"PDXDC1"	"pyridoxal dependent decarboxylase domain containing 1"
"1119"	"1119"	"CHKA"	9606	9606	"1119"	"CHKA"	"choline kinase alpha"
"23531"	"23531"	"MMD"	9606	9606	"23531"	"MMD"	"monocyte to macrophage differentiation associated"
"23369"	"23369"	"PUM2"	9606	9606	"23369"	"PUM2"	"pumilio RNA binding family member 2"
"27339"	"27339"	"PRPF19"	9606	9606	"27339"	"PRPF19"	"pre-mRNA processing factor 19"
"55683"	"55683"	"KANSL3"	9606	9606	"55683"	"KANSL3"	"KAT8 regulatory NSL complex subunit 3"
"328"	"328"	"APEX1"	9606	9606	"328"	"APEX1"	"apurinic/apyrimidinic endodeoxyribonuclease 1"
"29855"	"29855"	"UBN1"	9606	9606	"29855"	"UBN1"	"ubinuclein 1"
"120"	"120"	"ADD3"	9606	9606	"120"	"ADD3"	"adducin 3"
"171423"	"171423"	"PDIA3P1"	9606	9606	"171423"	"PDIA3P1"	"protein disulfide isomerase family A member 3 pseudogene 1"
"6729"	"6729"	"SRP54"	9606	9606	"6729"	"SRP54"	"signal recognition particle 54"
"3151"	"3151"	"HMGN2"	9606	9606	"3151"	"HMGN2"	"high mobility group nucleosomal binding domain 2"
"50640"	"50640"	"PNPLA8"	9606	9606	"50640"	"PNPLA8"	"patatin like phospholipase domain containing 8"
"57609"	"57609"	"DIP2B"	9606	9606	"57609"	"DIP2B"	"disco interacting protein 2 homolog B"
"8801"	"8801"	"SUCLG2"	9606	9606	"8801"	"SUCLG2"	"succinate-CoA ligase GDP-forming beta subunit"
"3276"	"3276"	"PRMT1"	9606	9606	"3276"	"PRMT1"	"protein arginine methyltransferase 1"
"84188"	"84188"	"FAR1"	9606	9606	"84188"	"FAR1"	"fatty acyl-CoA reductase 1"
"865"	"865"	"CBFB"	9606	9606	"865"	"CBFB"	"core-binding factor subunit beta"
"5585"	"5585"	"PKN1"	9606	9606	"5585"	"PKN1"	"protein kinase N1"
"1977"	"1977"	"EIF4E"	9606	9606	"1977"	"EIF4E"	"eukaryotic translation initiation factor 4E"
